persona_code,block_order,item_key,paraphrase_mn,example_situation_mn,recall_period_usable,selected_response,response_options_fit,ambiguous_word_or_phrase,asks_more_than_one_thing,judgmental_or_shaming,socially_desirable_answer_obvious,missing_not_applicable_option,response_confidence_1_5,observable_decision_summary,synthetic_review_only
P13,1,EE05,Уурлаж бухимдсаны дараа хоол идэх хүсэл төрсөн.,Хүүхэд болон ахмад хүний хэрэгцээг зэрэг зохицуулсны дараа орой амттан идсэн.,true,Заримдаа,true,,false,false,false,false,4,Өндөр асаргааны ачаалалтай үед бухимдлын дараа хоол идэх тохиолдлыг Заримдаа гэж сонгов.,true
P13,2,RR01,Хоолны дүрмээс жаахан зөрөхөд бүх төлөвлөгөө бүтэлгүйтсэн мэт санагдсан.,Төлөвлөөгүй боов идсэний дараа тухайн өдрийн хоолоо хянах хэрэггүй мэт бодогдсон.,true,Олон удаа,true,төлөвлөгөө нурсан мэт,false,false,false,false,4,Давтан хатуу дэглэм барьж байсан тул бага зөрчлийг том алдаа мэт хүлээж авахыг Олон удаа гэж сонгов.,true
P13,3,HA01,Тодорхой цаг эсвэл газарт очиход бодолгүйгээр хоол руу гараа сунгасан.,Хичээлийн завсарлагаар цайны өрөөнд ороод бэлэн жигнэмэг авсан.,true,Заримдаа,true,бодолгүйгээр,false,false,false,false,4,Тогтмол ажлын завсарлага болон бэлэн хоолтой орчинд ийм үйлдэл Заримдаа гарна гэж сонгов.,true
P13,4,SE05,Төлөвлөөгүй идсэний дараа дараагийн удаа дахин төлөвлөгөөгөө дагаж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Өдрийн хоолонд өөр зүйл идсэний дараа оройн хоолоо урьдчилан бодсон байдлаар идэж чадна гэж үзсэн.,true,Дунд зэрэг итгэлтэй,true,,false,false,true,false,3,Өмнөх давтан оролдлогууд болон их цагийн дарамтын улмаас итгэлээ Дунд зэрэг гэж сонгов.,true
P13,5,BI03,Биеийн төрхөөсөө болоод өмсмөөр байсан хувцсаа сонгоогүй.,Арга хэмжээнд очихдоо хүссэн даашинзныхаа оронд сул загварын хувцас сонгосон.,true,Олон удаа,true,,false,false,false,false,5,Биеийн төрхийн санаа зовнил өндөр тул хувцаснаас зайлсхийхийг Олон удаа гэж сонгов.,true
P13,6,HS01,Хэт өлсөхөөсөө өмнө биеийнхээ өлсөж буйг анзаарсан.,Хичээл зааж дуусаад маш их өлсөхөөсөө өмнө өдрийн хоол идэх хэрэгтэйгээ мэдэрсэн.,true,Заримдаа,true,биеийн дохио,false,false,true,false,3,Тогтмол ажилтай боловч асаргааны ачаалал их учраас өлсгөлөнг урьдчилж анзаарах нь Заримдаа байна гэж сонгов.,true
P13,7,IM05,Нэг удаа алгассан ч дараагийн боломжид дахин үргэлжлүүлсэн.,Завгүй өдөр төлөвлөсөн алхалтаа алгассан ч дараагийн өдөр нь дахин алхсан.,true,Заримдаа,true,алгассан,false,false,true,false,3,Цагийн дарамттай үед алгасалт гардаг ч дахин эхлэхийг Заримдаа хийдэг гэж сонгов.,true
P13,8,AC02,Асуулт болгонд ижил хариулт сонгох ёстой юм шиг санагдсан.,Өөр өөр асуултад ялгаатай хариулах боломжтой гэж үзсэн.,true,Огт байгаагүй,true,,false,false,false,false,5,Асуултууд тус тусдаа тул нэг хариулт давтах шаардлага мэдрэгдэхгүй гэж сонгов.,true
P13,9,EC05,Хоолны тухай бодол хийж байсан зүйлд анхаарал төвлөрүүлэхэд саад болсон.,Хичээлийн төлөвлөгөө бичиж байхдаа оройн хоолны талаар бодоод ажлаа тасалдуулсан.,true,Заримдаа,true,,false,false,false,false,4,Өндөр хуваарийн дарамт болон хоолны давтан оролдлогын үед хоолны бодол анхаарал сарниулах нь Заримдаа гэж сонгов.,true
P13,10,UC04,Идэж байхдаа өөрийн үйлдлээ хянаж чадахгүй юм шиг санагдсан.,Оройн цагаар зууш идэж эхлээд зогсоох хэцүү санагдсан.,true,Заримдаа,true,өөрөө удирдаж чадахгүй,false,false,false,false,3,Сэтгэл хөдлөлөөр хооллох хандлага дунд зэрэг тул ийм мэдрэмжийг Заримдаа гэж сонгов.,true
P13,11,SE03,Бусадтай хооллохдоо өөрийн хоолны сонголтыг тайван хийж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Хамт олонтой өдрийн хоол идэхдээ өөрт тохирох порцыг сонгож чадна гэж бодсон.,true,Дунд зэрэг итгэлтэй,true,,false,false,true,false,3,Биеийн төрхийн санаа зовнил болон нийгмийн хооллолтын нөхцөлөөс шалтгаалан итгэлээ Дунд зэрэг гэж сонгов.,true
P13,12,EC03,Хоол ойрхон бэлэн байсан учраас төлөвлөөгүй үедээ идсэн.,Гэрт бэлэн амттан байхад хүүхдэд хоол бэлдэх үеэр идсэн.,true,Олон удаа,true,,false,false,false,false,4,Асаргааны ажлын үеэр бэлэн хоол ойр байх нөхцөл давтагддаг тул Олон удаа гэж сонгов.,true
P13,13,UC03,Цадсанаа мэдсэн ч үргэлжлүүлж идсэн.,Оройн хоолны дараа цадсан ч үлдсэн хоолоо дуусгасан.,true,Заримдаа,true,,false,false,false,false,4,Сэтгэл хөдлөлөөр хооллох хандлага дунд зэрэг тул цадсаны дараа үргэлжлүүлэхийг Заримдаа гэж сонгов.,true
P13,14,RR06,Төлөвлөөгүй идсэний дараа дараагийн хоолондоо хэвийн дэглэмдээ орсон.,Өглөө амттан идсэний дараа өдрийн хоолондоо ердийн хуваарьтаа буцсан.,true,Заримдаа,true,хэвийн хэмнэл,false,false,true,false,3,Давтан оролдлого болон завгүй хуваарийн дунд дараагийн хоолондоо эргэн орох нь Заримдаа гэж сонгов.,true
P14,1,SE02,Завгүй үед өөрт боломжтой хоол сонгож чадна гэж хэр итгэснийг асууж байна.,Ажил сунжраад гэртээ оройтож ирэхэд бэлэн байгаа хямд хоолноос сонгоно.,true,Бага зэрэг итгэлтэй,true,өөрт тохирох боломжит хоол,false,false,true,false,4,"Зав багатай, өртөг өндөр үед сонголт хязгаарлагддаг тул бага зэрэг итгэлтэйг сонгов.",true
P14,2,HA03,Идэж байгаагаа хэсэг хугацааны дараа л мэдсэн эсэхийг асууж байна.,Цай ууж суухдаа тавагтай боорцгоос идсэнээ дараа нь анзаарна.,true,Ховор,true,хэдийн эхэлсний дараа,false,false,false,false,4,Сүүлийн 14 хоногт ийм явдал ховор тохиолдсон гэж хариулав.,true
P14,3,EC06,Хоолны үнэр эсвэл дүр зурагт татагдсан ч бодлоо өөр тийш шилжүүлсэн эсэхийг асууж байна.,Гуанзны хоол үнэртэхэд ажлаа үргэлжлүүлэн хийв.,true,Заримдаа,true,анхаарлаа өөр зүйлд буцаах,true,false,true,true,3,"Харах ба үнэртэх хоёр нөхцөл нийлсэн, мөн өртөөгүй үеийн сонголт байхгүй ч заримдаа гэж сонгов.",true
P14,4,HA04,Танил газар очиход өөрийн мэдэлгүй идэж эхэлдэг мэт байсан эсэхийг асууж байна.,Айлд ороход ширээн дээрх ааруулыг бодолгүй авч иднэ.,true,Ховор,true,үйлдэл өөрөө эхэлдэг мэт,false,false,false,true,3,Танил орчинд идэх боломж гараагүй тохиолдлыг ялгах сонголтгүй боловч ховор гэж сонгов.,true
P14,5,EE03,Уйдахдаа өөр ажил олохын оронд юм идсэн эсэхийг асууж байна.,Орой хийх ажилгүй суухдаа боорцог идэв.,true,Огт байгаагүй,true,хийх зүйл хайхын оронд,false,true,true,false,4,Өөрийгөө уйдсанаас болж идсэн тод жишээ санаанд ороогүй тул огт байгаагүйг сонгов.,true
P14,6,EC02,Хоолны үнэрээс болж идэхээр шийдсэн эсэхийг асууж байна.,Дэлгүүрийн дэргэд хоол үнэртээд авч идэхээр болов.,true,Ховор,true,нөлөөлсөн,false,false,false,true,3,Үнэртэй таараагүй өдрүүдийг ялгах боломжгүй ч нэг ховор тохиолдол санаанд орсон.,true
P14,7,RR03,Төлөвлөснөөсөө зөрвөл бүтэн өдрөө бүтэлгүй гэж бодсон эсэхийг асууж байна.,Өдрийн хоолны төлөвлөгөө зөрөхөд тэр өдрийн оролдлого талаар болсон мэт санагдав.,true,Ховор,true,яг дагаагүй,false,true,true,true,4,Тодорхой төлөвлөгөөгүй өдрүүдэд тохирох сонголт алга; төлөвлөгөөтэй үед ховор гэж сонгов.,true
P14,8,IM03,Завгүй үед хийж болох хамгийн бага хувилбараа урьдчилан мэддэг байсан эсэхийг асууж байна.,Ажил ихтэй өдөр гэрийн ойролцоо богино алхахаар төлөвлөв.,true,Заримдаа,false,хамгийн жижиг хувилбар,false,false,true,false,3,Юуны жижиг хувилбар гэдэг тодорхойгүй тул өөрийн ойлгосон богино үйлдлээр заримдаа гэж сонгов.,true
P14,9,SE06,Ядарсан үед ч хийж чадах хамгийн бага зүйлээ сонгоно гэж хэр итгэснийг асууж байна.,Хүнд ажлын дараа гэмтсэн үеэ бодож урт дасгалын оронд хөнгөн сунгалт сонгоно.,true,Дунд зэрэг итгэлтэй,false,хамгийн жижиг хувилбар,false,false,true,true,3,"Үйлдэл тодорхойгүй, гэмтлээс шалтгаалан зарим өдөр хийх боломжгүй ч дунд зэрэг итгэлтэйг сонгов.",true
P14,10,BI02,Биеэ харахад эвгүй байсан учраас толь харахаас зайлсхийсэн эсэхийг асууж байна.,Өглөө хувцаслахдаа толинд удаан харалгүй өнгөрөв.,true,Огт байгаагүй,true,биеэ харах эвгүй,false,true,true,false,5,Биеийн төрхөд санаа зовдоггүй тул огт байгаагүйг итгэлтэй сонгов.,true
P14,11,IM06,Нэг өдөр хийсэн зүйлээ дараагийн өдрүүдэд дахин хийх хэцүү байсан эсэхийг асууж байна.,"Нэг өдөр алхсан ч маргааш ажил ихтэй, хуучин гэмтэл өвдөж давтаж чадсангүй.",true,Олон удаа,false,хийж чадсан зүйл,false,false,true,true,4,"Ямар үйлдэл гэдэг тодорхойгүй ч хувьсах ажил, гэмтлийн үед давтах хэцүү олон удаа байсан.",true
P14,12,BI05,Хүмүүс биеийг харах вий гэж санаа зовоод хөдөлгөөнөөс зайлсхийсэн эсэхийг асууж байна.,"Хуучин гэмтэл өвдсөн тул дасгал хийгээгүй, хүмүүс харахаас санаа зовсондоо биш.",true,not_applicable,false,хөдөлгөөн хийх,true,true,true,true,5,Хөдөлгөөн хийгээгүй шалтгаан нь гэмтэл байж болох тул өгсөн давтамжаар зөв ялгаж чадахгүй.,true
P14,13,UC02,Эхэндээ бодсоноосоо их хоол идсэн эсэхийг асууж байна.,Оройн хоолонд нэг аяга иднэ гэж бодоод дахин нэмж идэв.,true,Заримдаа,true,анх бодсоноосоо,false,false,false,true,4,Урьдчилж хэмжээ бодоогүй хооллолтыг ялгах сонголтгүй ч заримдаа илүү идсэнээ санав.,true
P14,14,HS02,Идэх хүсэл гарахад үнэхээр өлссөн эсэхээ таньж чадсан эсэхийг асууж байна.,Орой юм идмээр болоход өдрийн хоолноос хойш удсаныг бодож өлссөнөө мэдэв.,true,Олон удаа,true,идэх хүсэл,false,false,true,true,4,Идэх хүсэл төрөөгүй үеийг ялгах сонголтгүй ч төрсөн үедээ олон удаа ялгаж чадсан.,true
P15,1,HA04,Танил газар очиход өөрийн эрхгүй идэж эхэлсэн мэт санагдсан.,Ажлын завсарлагаар өмнөх шигээ лангуун дээрх амттанаас авсан.,true,Олон удаа,true,өөрөө эхэлдэг мэт,false,false,false,false,4,Танил ажлын орчны жишээгээр 14 хоногийг санаж хариулав.,true
P15,2,RR04,Төлөвлөөгүй юм идсэний дараа тэр өдрөө хоолоо анхаарахаа больсон.,Орой бялуу идсэний дараа үлдсэн хоолондоо төлөвлөгөө гаргаагүй.,true,Заримдаа,true,хяналтгүй орхисон,false,true,false,false,3,Үлдсэн өдрөө гэдэг нь тодорхой боловч хяналтгүй үг хатуу сонсогдов.,true
P15,3,SE03,Бусадтай хооллохдоо өөрийнхөө хоолны сонголтыг тайван хийж чадна гэдэгтээ хэр итгэлтэйгээ хэлнэ.,Хамт ажиллагсадтай цайны газарт хоол сонгохдоо өөрийн сонголтоо хийсэн.,true,Бага зэрэг итгэлтэй,true,тайван,false,false,true,false,4,Хамт хооллох үеийг санаж итгэлийн сонголтоос хариулав.,true
P15,4,HS05,Цадсан эсэхээ ойлгоход эргэлзсэн.,Оройн хоолны дараа цадсан уу үгүй юу гэдгээ мэдэхгүй байсан.,true,Заримдаа,true,,false,false,false,false,5,Цадах мэдрэмжийн эргэлзлийг сүүлийн 14 хоногоос санав.,true
P15,5,BI03,Биеийн төрхөөсөө санаа зовоод хүссэн хувцсаа сонгоогүй.,Ажилдаа өмсөхийг хүссэн бариу цамцаа аваагүй.,true,Олон удаа,true,биеийн төрхөөсөө,false,true,true,false,5,Хувцас сонгох бодит үе давтагдсан тул хариулахад хялбар байв.,true
P15,6,HS06,Биеэс мэдрэгдэж байсан ч хэзээ идэж эхлэх эсвэл зогсохоо түүнд тулгуурлан шийдээгүй.,Өлссөнөө мэдэрсэн ч завгүйгээс хоолоо хойшлуулсан.,true,Заримдаа,false,биеийн дохио,true,false,false,false,2,Эхлэх ба зогсох хоёр өөр нөхцөл тул нэг хариулт сонгоход эргэлзэв.,true
P15,7,IM06,Нэг өдөр хийсэн зүйлээ дараагийн өдрүүдэд дахин хийхэд хэцүү байсан.,Нэг өдөр хоолоо бэлдсэн ч дараагийн өдрүүдэд дахин бэлдээгүй.,true,Олон удаа,true,хийж чадсан зүйл,false,false,false,false,4,Өдөр бүр давтахад хэцүү байсан жишээгээр хариулав.,true
P15,8,EC05,Хоолны тухай бодол хийж байсан ажилд саад болсон.,Бараа өрж байхдаа хоол бодогдоод ажилдаа анхаарахад хэцүү болсон.,true,Олон удаа,true,,false,false,false,false,5,Ажлын үеийн анхаарал сарнисан тохиолдлоор давтамж сонгов.,true
P15,9,EE02,Гунигтай үед хоол идэхэд түр зуур тайвширдаг гэж мэдэрсэн.,Сэтгэл тавгүй орой амттан идсэний дараа хэсэг тайвширсан.,true,Олон удаа,true,сэтгэл гунигтай,false,false,false,false,4,Гунигтай үеийн идсэний дараах мэдрэмжээр хариулав.,true
P15,10,EC04,Хоолны апп эсвэл сурталчилгаа үзсэний дараа хоол байнга бодогдсон.,Утсаар хоолны сурталчилгаа үзсэний дараа орой хүртэл хоол санаанаас гараагүй.,true,Заримдаа,false,хоолны апп,true,false,false,true,3,Апп хэрэглэдэггүй үед сурталчилгаа нь тохирсон ч апп хэсэг нь хамаарахгүй байв.,true
P15,11,RR03,Төлөвлөгөөгөө яг дагаагүй бол тэр өдрийг бүтэлгүйтсэн гэж бодсон.,Төлөвлөөгүй зууш идсэний дараа өдрөө бүтэлгүй боллоо гэж бодсон.,true,Олон удаа,true,бүтэлгүй,true,true,true,false,5,Төлөвлөгөөнөөс зөрсний дараах өөрийгөө буруутгасан бодлоор хариулав.,true
P15,12,HA02,Нэг зүйл хийсний дараа юм идэх нь автоматаар давтагддаг болсон.,Касс хаасны дараа шууд амттан авах нь зуршил болсон.,true,Олон удаа,true,нэг үйлдэл,false,false,false,false,4,Давтагддаг ажлын дараах дарааллыг санаж хариулав.,true
P15,13,EE05,Уурлаж эсвэл бухимдсаны дараа хоол идэх болсон.,Үйлчлүүлэгчтэй маргалдсаны дараа чихэр идсэн.,true,Олон удаа,true,хоол руу хандсан,false,false,false,false,5,Бухимдсаны дараа идсэн тодорхой тохиолдлуудаар хариулав.,true
P15,14,UC06,Идэж байхдаа түр зогсоод цааш идэх эсэхээ бодож чадсан.,Оройн хоолны дундуур зогсоод цадсан эсэхээ бодсон.,true,Заримдаа,true,,false,false,true,false,4,Сайн хариулт мэт санагдаж болох ч бодитоор заримдаа л хийдэг.,true
P16,1,EE02,Гуниглах үед хоол идэхээр хэсэг зуур дээрдсэн мэт болсон эсэх.,Ажлын хүнд өдрийн дараа сэтгэл гундуу байсан ч тайвшрахын тулд хоол идээгүй.,true,Огт байгаагүй,true,түр тайвшруулна,false,false,true,false,5,Гуниг ба хоолоор тайвшрах явдлыг 14 хоногоор санаж хариулахад ойлгомжтой.,true
P16,2,EC01,Өлсөөгүй ч хоол нүдэнд харагдахад идмээр болсон эсэх.,Уулзалтын өрөөнд амттан хараад өлсөөгүй байсан ч авах хүсэл ховор төрсөн.,true,Ховор,true,,false,false,false,false,4,Харагдсан хоолноос үүссэн хүслийг саяхны тохиолдлоор ялгаж болно.,true
P16,3,HS02,Идмээр санагдах үедээ жинхэнэ өлсгөлөн мөн эсэхийг таньсан эсэх.,Орой оройтож ажиллахдаа идмээр болоход өдрийн хоолноос хойш удсаныг бодож өлссөнөө ялгасан.,true,Бараг үргэлж,true,,false,false,true,false,4,Өлсгөлөн ба идэх хүслийг ялгасан давтамжийг сонгоход боломжтой.,true
P16,4,RR01,Хоолны дүрмээ жаахан зөрчихөд бүх төлөвлөгөө бүтэлгүйтсэн мэт болсон эсэх.,Төлөвлөөгүй амттан идсэн ч дараагийн хоолоо хэвийн үргэлжлүүлсэн.,true,Огт байгаагүй,true,төлөвлөгөө нурсан мэт,false,false,true,false,4,Бага зөрчлийн дараах бүхэлд нь бүтэлгүйтсэн мэдрэмжийг асууж байна.,true
P16,5,HA05,Зууш сонгохдоо үнэхээр идмээр байгаа эсэхээ бодоогүй үе байсан эсэх.,Завсарлагагүй хурлын хооронд ширээн дээрх зуушнаас бодолгүй авсан.,true,Заримдаа,true,үнэхээр хүсэж байгаа,false,false,false,false,4,Завгүй үед бодолгүй зууш авсан тохиолдлыг 14 хоногт санаж болно.,true
P16,6,HA03,Хооллож эхэлснээ хэсэг идсэний дараа л анзаарсан эсэх.,Имэйл уншингаа самар идэж байгаад нэлээд идсэний дараа анзаарсан.,true,Ховор,true,хэдийн эхэлсний дараа,false,false,false,false,4,Анзаарахаас өмнө хэр удаан идсэнийг хэлээгүй ч тохиолдлын давтамжийг сонгож болно.,true
P16,7,SE02,Завгүй үед өөрт тохирох хоол сонгож чадна гэдэгтээ хэр итгэлтэй байсан эсэх.,Дараалсан уулзалттай өдөр хүргэлтээс өөрт тохирох хоол сонгож чадна гэж үзсэн.,true,Их итгэлтэй,true,өөрт тохирох боломжит хоол,false,false,true,false,4,Тохирох хоолны шалгуур тодорхойгүй ч өөрийн ойлголтоор итгэлээ үнэлж болно.,true
P16,8,HS05,Цадсан эсэхээ танихад эргэлзсэн үе байсан эсэх.,Ажлын оройн зоог дээр яриандаа анхаараад цадсан эсэхээ нэг удаа эргэлзсэн.,true,Ховор,true,,false,false,false,false,4,Цадсан эсэхэд эргэлзсэн саяхны тохиолдлыг санахад хялбар.,true
P16,9,UC03,Цадсанаа мэдсэн атлаа цааш идсэн эсэх.,Зоогийн үеэр цадсанаа мэдсэн ч тавагт багахан үлдсэн тул дуусгасан.,true,Ховор,true,,false,true,true,false,4,Цадсаны дараа идсэн явдалд буруутгасан өнгө бага зэрэг мэдрэгдэж болох ч хариулж болно.,true
P16,10,UC01,Идэж эхэлсний дараа хүссэн мөчдөө болиход хэцүү байсан эсэх.,Амттан идэж эхлээд төлөвлөсөн хэмжээндээ зогсоход нэг удаа хэцүү байсан.,true,Ховор,true,хүссэн үедээ,false,true,true,false,4,Зогсохыг хүссэн мөч тодорхой бус боловч ийм тохиолдлын давтамжийг сонгож болно.,true
P16,11,AC02,Асуултуудад ижилхэн хариу сонгох ёстой мэт мэдрэмж төрсөн эсэх.,Ойролцоо асуултуудыг уншихдаа өмнөхтэй адил хариулах ёстой мэт түр бодсон.,true,Ховор,true,шаардлагатай мэт,false,false,false,false,3,Ямар асуултуудыг хэлж байгааг бүрэн заагаагүй тул хариулах итгэл арай бага.,true
P16,12,IM03,Завгүй өдөр ч хийж болох хамгийн хялбар хувилбараа урьдчилан бэлдсэн эсэх.,Уулзалт ихтэй өдөр бэлэн салат захиалах сонголтоо урьдчилан тогтоосон.,true,Олон удаа,true,хийх хамгийн жижиг хувилбар,false,false,true,false,3,Юуны хамгийн жижиг хувилбар болох нь тодорхойгүй ч хоолны нөхцөл гэж ойлгож хариулсан.,true
P16,13,EE06,Таагүй мэдрэмж төрөхөд хоол идэхгүйгээр давж чадсан эсэх.,Ажлын дарамтаас тавгүйрхэхдээ хоол идэхийн оронд түр алхсан.,true,Бараг үргэлж,true,өнгөрөөж чадсан,false,false,true,true,4,Таагүй мэдрэмж гараагүй өдрүүдэд хэрхэн тооцох нь тодорхойгүй ч тохиолдсон үедээ хариулж болно.,true
P16,14,BI06,Биеийнхээ талаар эвгүй байсан ч хүссэн зүйлдээ оролцсон эсэх.,Биеийн төрхдөө тухгүй байсан ч хамт олны усан санд очих арга хэмжээнд оролцсон.,true,Заримдаа,true,хүссэн үйл ажиллагаа,false,false,true,true,4,Тавгүй мэдрэмж эсвэл хүссэн үйл ажиллагаа байгаагүй үед тохирох сонголт дутна.,true
P17,1,RR02,Зарим хоолыг огт идэхгүй гэж өөртөө дүрэм тавьсан.,Амттанг бүрэн хориглохоор шийдсэн.,true,Олон удаа,true,,false,false,false,false,4,Давтан хатуу дэглэм барьж байсан нөхцөлтэй нийцэв.,true
P17,2,IM04,Өдрийн хуваарь солигдоход төлөвлөгөөгөө бүхэлд нь орхисон.,Асаргааны ажил гарч хоолны төлөвлөгөө алдагдсан.,true,Заримдаа,true,тэр чигтээ,false,false,false,false,3,Асаргааны ажил хуваарь өөрчилж болохоор сонгов.,true
P17,3,EC04,Хоолны апп эсвэл зар харсны дараа хоолны тухай бодол арилаагүй.,Зар дээрх хоолыг харсны дараа хоол бодогдсон.,true,Заримдаа,true,хоол бодогдсоор,false,false,false,false,3,Апп хэрэглэх нь бага ч сурталчилгаа харах боломжтой.,true
P17,4,EE05,Уурлаж эсвэл бухимдсаны дараа идэхийг хүссэн.,Асаргааны ажлын дараа бухимдаад юм идсэн.,true,Заримдаа,true,,false,false,false,false,4,Сэтгэл хөдлөлөөр идэх хандлага дунд зэрэг.,true
P17,5,HS04,Идэж байхдаа таатай хэмжээнд цадсанаа анзаарсан.,Хоолны үеэр хангалттай цадсанаа мэдэрсэн.,true,Заримдаа,true,тав тухтай цадсан,false,false,true,false,3,Идэх үеийн анзаарал тогтмол гэж өгөгдөөгүй.,true
P17,6,BI03,Биеийн төрхөөсөө болоод хүссэн хувцсаа өмсөөгүй.,Арга хэмжээнд өмсөхийг хүссэн даашинзаа сонгоогүй.,true,Олон удаа,true,,false,false,false,false,4,Биеийн төрхөд санаа зовнил өндөр гэж өгөгдсөн.,true
P17,7,SE01,Стресстэй өдөр уян хатан хоолны төлөвлөгөөгөө дагана гэдэгтээ хэр итгэлтэй байсан бэ?,Асаргааны ажил ихтэй өдөр төлөвлөгөөгөө тохируулж чадна гэж бодсон.,true,Бага зэрэг итгэлтэй,true,уян хатан хоолны төлөвлөгөө,false,false,true,false,3,Давтан хатуу дэглэмийн туршлагаас итгэл бага зэрэг гэж сонгов.,true
P17,8,IM05,Нэг удаа алгассан ч дараагийн удаа дахин үргэлжлүүлсэн.,Төлөвлөсөн хоолоо алгассан ч дараагийн хоолноосоо эхэлсэн.,true,Заримдаа,true,нэг удаа алгассан,false,false,true,false,3,Хуваарь алдагдах нь боломжтой ч дахин эхлэхийг дунд зэрэг сонгов.,true
P17,9,BI02,Биеэ харахад эвгүй санагдаад толиноос зайлсхийсэн.,Өглөө хувцаслахдаа толинд харахаас зайлсхийсэн.,true,Олон удаа,true,,false,false,false,false,4,Биеийн төрхөд санаа зовнил өндөр гэж өгөгдсөн.,true
P17,10,UC04,Идэж байхдаа өөрийгөө зогсоож чадахгүй юм шиг санагдсан.,Оройн хоолны дараа идэхээ зогсоож чадахгүй мэт санагдсан.,true,Заримдаа,true,өөрөө удирдаж чадахгүй мэт,false,true,false,false,3,Сэтгэл хөдлөлөөр идэх хандлагад тулгуурлан дунд зэргийг сонгов.,true
P17,11,UC05,Бага иднэ гэж эхлээд дараа нь илүү их идсэн.,Цайны хажууд багахан амттан иднэ гэж бодоод үргэлжлүүлсэн.,true,Заримдаа,true,,false,false,false,false,3,Хооллолтын давтамжийн нарийн мэдээлэл байхгүй тул дунд зэргийг сонгов.,true
P17,12,HA01,Тодорхой цаг эсвэл газарт очоод бодолгүйгээр идэх юм руу гараа сунгасан.,Орой телевизийн дэргэд суухдаа зууш руу шууд гараа сунгасан.,true,Ховор,true,бодолгүйгээр,false,false,false,false,2,Тодорхой цаг эсвэл газрын зуршлын мэдээлэл өгөгдөөгүй.,true
P17,13,EC05,Хоолны тухай бодол хийж байсан зүйлээс анхаарлыг минь сарниулсан.,Ажил хийж байхдаа хоол бодогдоод анхаарал сарнисан.,true,Заримдаа,true,,false,false,false,false,3,Хоол бодогдох тухай хариуг дунд зэрэг сонгов.,true
P17,14,EE04,Ганцаардахад идэх хүсэл нэмэгдсэн.,Гэртээ ганцаараа байхдаа юм идмээр санагдсан.,true,Заримдаа,true,,false,false,false,false,3,Сэтгэл хөдлөлөөр идэх хандлага дунд зэрэг.,true
P18,1,HS05,Цадсан эсэхээ сайн мэдээгүй.,Оройн хоолны дараа ханасан эсэхдээ эргэлзсэн.,true,Ховор,true,цадсан эсэх,false,false,false,false,4,Өнгөрсөн хоёр долоо хоногт ийм үе ховор байсныг сонгов.,true
P18,2,AC01,Энэ асуултад Заримдаа гэж тэмдэглэ гэсэн байна.,Зааврыг уншаад Заримдаа гэсэн хариуг тэмдэглэв.,true,Заримдаа,true,хариултын чанар,false,false,false,false,5,Зааварт нэрлэсэн хариуг шууд сонгов.,true
P18,3,RR06,Өөрөөр идсэн ч дараагийн хоолноос хуучин хэмнэлдээ орсон.,Тусгай хоолны төлөвлөгөө барьж байгаагүй тул жишээ олдсонгүй.,true,not_applicable,false,хэвийн хэмнэл,false,false,false,true,5,Хоолны төлөвлөгөө байгаагүй учраас тохирох хариулт алга.,true
P18,4,EE04,Ганцаардах үед идмээр илүү санагдсан.,Гэрийнхэн эзгүй үед ч нэмээд юм идмээр санагдаагүй.,true,Огт байгаагүй,true,ганцаардсан мэдрэмж,false,false,false,false,4,Ийм хүсэл байгаагүй гэж санаж эхний хариуг сонгов.,true
P18,5,UC06,Хооллож байхдаа зогсоод цааш идэх үү гэж бодсон.,Оройн хоолны дундуур түр амраад дахин идэх эсэхээ бодсон.,true,Ховор,true,үргэлжлүүлэх эсэх,false,false,false,false,4,Ингэж түр бодсон үе цөөн тул Ховор гэж сонгов.,true
P18,6,EC02,Хоолны үнэрээс болоод идэхээр шийдсэн.,Шинэ чанасан махны үнэр үнэртээд амсахаар болсон.,true,Заримдаа,true,анхаарлыг минь татаж,false,false,false,false,4,Үнэр нөлөөлсөн хэдэн үе санаанд орсон тул Заримдаа гэж сонгов.,true
P18,7,RR01,Хоолны дүрмээ жаахан зөрөхөд бүх төлөвлөгөө бүтэлгүй мэт болсон.,Өөртөө тогтоосон хоолны дүрэм байгаагүй тул жишээ олдсонгүй.,true,not_applicable,false,төлөвлөгөө нурсан,false,false,false,true,5,Хоолны дүрэм барьдаггүй учраас давтамжийн хариу тохирохгүй.,true
P18,8,EE01,Стресстэй үед өлсөөгүй ч юм идсэн.,Ажил ихтэй өдөр өлсөөгүй байхдаа нэмээд юм идээгүй.,true,Огт байгаагүй,true,стресстсэн,false,false,false,false,4,Өлсөөгүй үед стрессээс болж идсэн тохиолдол санаанд ороогүй.,true
P18,9,HA03,Идэж эхэлснээ нэлээд идсэний дараа мэдсэн.,Ажил хийж яваад боорцог идэж байснаа хэсэг өнгөрсний дараа анзаарсан.,true,Ховор,true,хэдийн эхэлсний дараа,false,false,false,false,3,Үг нь жаахан будлиантай ч нэг ховор тохиолдлыг санав.,true
