persona_code,block_order,item_key,item_text,recall_period,response_scale,response_options,sensitive,assignment_seed,assignment_hash,synthetic_review_only
P01,1,RR01,Өөртөө тавьсан хоолны дүрмээс багахан зөрөхөд төлөвлөгөө нурсан мэт санагдсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,96a82e6abaa3c2971c9e20d1e5e5952290757b4a34597820b57adbb04c642999,true
P12,11,HS02,Идэх хүсэл төрөхөд өлссөн эсэхээ ялгаж чадсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,5275c8a34626ec28c3e39a57a8f83dc85d70569c465e7f00baa84ce47c803b1f,true
P12,12,HA03,Идэж эхэлснээ хэдийн эхэлсний дараа анзаарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,5275c8a34626ec28c3e39a57a8f83dc85d70569c465e7f00baa84ce47c803b1f,true
P12,13,BI04,Биеийн төрхдөө санаа зовсноос хүмүүстэй хийх үйл ажиллагаанаас татгалзсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,5275c8a34626ec28c3e39a57a8f83dc85d70569c465e7f00baa84ce47c803b1f,true
P12,14,BI05,Бусад хүн биеийг минь анзаарах вий гэж бодоод хөдөлгөөн хийхээс зайлсхийсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,5275c8a34626ec28c3e39a57a8f83dc85d70569c465e7f00baa84ce47c803b1f,true
P13,1,EE05,Уурлаж эсвэл бухимдсаны дараа хоол руу хандсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,f592e688093fa40acb772114f29054d4a1ee1beed28e9b5e407a32746e591037,true
P13,2,RR01,Өөртөө тавьсан хоолны дүрмээс багахан зөрөхөд төлөвлөгөө нурсан мэт санагдсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,f592e688093fa40acb772114f29054d4a1ee1beed28e9b5e407a32746e591037,true
P13,3,HA01,Тодорхой цаг эсвэл газар болоход бодолгүйгээр идэх зүйл рүү гараа сунгасан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,f592e688093fa40acb772114f29054d4a1ee1beed28e9b5e407a32746e591037,true
P13,4,SE05,Нэг удаа төлөвлөснөөс өөр идсэн ч дараагийн боломж дээр эргэн үргэлжлүүлж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,true,2026075065,f592e688093fa40acb772114f29054d4a1ee1beed28e9b5e407a32746e591037,true
P13,5,BI03,Биеийн төрхөөсөө болж өмсөхийг хүссэн хувцсаа сонгоогүй.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,f592e688093fa40acb772114f29054d4a1ee1beed28e9b5e407a32746e591037,true
P13,6,HS01,Өлсөлт хэт хүчтэй болохоос өмнө биеийн дохиогоо анзаарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,f592e688093fa40acb772114f29054d4a1ee1beed28e9b5e407a32746e591037,true
P13,7,IM05,Нэг удаа алгассан ч дараагийн боломж дээрээ эргэн үргэлжлүүлсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,f592e688093fa40acb772114f29054d4a1ee1beed28e9b5e407a32746e591037,true
P13,8,AC02,Сүүлийн 14 хоногт асуулт бүрт нэг ижил хариулт сонгох шаардлагатай мэт санагдсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,f592e688093fa40acb772114f29054d4a1ee1beed28e9b5e407a32746e591037,true
P13,9,EC05,Хоолны тухай бодол хийж байсан зүйлээс минь анхаарал сарниулсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,f592e688093fa40acb772114f29054d4a1ee1beed28e9b5e407a32746e591037,true
P13,10,UC04,Идэж байхдаа үйлдлээ өөрөө удирдаж чадахгүй мэт санагдсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,f592e688093fa40acb772114f29054d4a1ee1beed28e9b5e407a32746e591037,true
P13,11,SE03,Бусадтай хамт хооллох үед өөрийн сонголтоо тайван хийж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,true,2026075065,f592e688093fa40acb772114f29054d4a1ee1beed28e9b5e407a32746e591037,true
P13,12,EC03,Идэх зүйл ойрхон бэлэн байснаас төлөвлөөгүй үедээ идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,f592e688093fa40acb772114f29054d4a1ee1beed28e9b5e407a32746e591037,true
P13,13,UC03,Цадсанаа анзаарсан ч үргэлжлүүлэн идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,f592e688093fa40acb772114f29054d4a1ee1beed28e9b5e407a32746e591037,true
P13,14,RR06,Төлөвлөснөөс өөр идсэн ч дараагийн хоолноос хэвийн хэмнэлдээ орсон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,f592e688093fa40acb772114f29054d4a1ee1beed28e9b5e407a32746e591037,true
P14,1,SE02,Зав багатай үед өөрт тохирох боломжит хоолны сонголт хийж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,false,2026075065,761dac83752550fa8be1911319ae0dac15e835aef51e30dc80516d72b1986e11,true
P14,2,HA03,Идэж эхэлснээ хэдийн эхэлсний дараа анзаарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,761dac83752550fa8be1911319ae0dac15e835aef51e30dc80516d72b1986e11,true
P14,3,EC06,Хоол харсан эсвэл үнэртсэн ч анхаарлаа өөр зүйлд буцааж чадсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,761dac83752550fa8be1911319ae0dac15e835aef51e30dc80516d72b1986e11,true
P14,4,HA04,Танил орчинд ороход идэх үйлдэл өөрөө эхэлдэг мэт байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,761dac83752550fa8be1911319ae0dac15e835aef51e30dc80516d72b1986e11,true
P14,5,EE03,Уйдсан үедээ хийх зүйл хайхын оронд юм идэж эхэлсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,761dac83752550fa8be1911319ae0dac15e835aef51e30dc80516d72b1986e11,true
P14,6,EC02,Хоолны үнэр анхаарлыг минь татаж идэхээр шийдэхэд нөлөөлсөн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,761dac83752550fa8be1911319ae0dac15e835aef51e30dc80516d72b1986e11,true
P14,7,RR03,Төлөвлөгөөгөө яг дагаагүй бол тэр өдрийг бүтэлгүй гэж үзсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,761dac83752550fa8be1911319ae0dac15e835aef51e30dc80516d72b1986e11,true
P14,8,IM03,Завгүй өдөр хийх хамгийн жижиг хувилбар надад бэлэн байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,761dac83752550fa8be1911319ae0dac15e835aef51e30dc80516d72b1986e11,true
P14,9,SE06,Ядарсан үедээ ч өөрт боломжтой хамгийн жижиг хувилбарыг сонгож чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,false,2026075065,761dac83752550fa8be1911319ae0dac15e835aef51e30dc80516d72b1986e11,true
P14,10,BI02,Биеэ харах эвгүй санагдсанаас толиноос зайлсхийсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,761dac83752550fa8be1911319ae0dac15e835aef51e30dc80516d72b1986e11,true
P14,11,IM06,Нэг өдөр хийж чадсан зүйлээ дараагийн өдрүүдэд давтахад хэцүү байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,761dac83752550fa8be1911319ae0dac15e835aef51e30dc80516d72b1986e11,true
P14,12,BI05,Бусад хүн биеийг минь анзаарах вий гэж бодоод хөдөлгөөн хийхээс зайлсхийсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,761dac83752550fa8be1911319ae0dac15e835aef51e30dc80516d72b1986e11,true
P14,13,UC02,Анх бодсоноосоо илүү хэмжээгээр идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,761dac83752550fa8be1911319ae0dac15e835aef51e30dc80516d72b1986e11,true
P14,14,HS02,Идэх хүсэл төрөхөд өлссөн эсэхээ ялгаж чадсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,761dac83752550fa8be1911319ae0dac15e835aef51e30dc80516d72b1986e11,true
P15,1,HA04,Танил орчинд ороход идэх үйлдэл өөрөө эхэлдэг мэт байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,06db07b03c6e52d07c6fa5566972756314852577e65f114bfb8bc33a593c6ee3,true
P15,2,RR04,Нэг удаа төлөвлөснөөс өөр идсэний дараа үлдсэн өдрөө хяналтгүй орхисон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,06db07b03c6e52d07c6fa5566972756314852577e65f114bfb8bc33a593c6ee3,true
P15,3,SE03,Бусадтай хамт хооллох үед өөрийн сонголтоо тайван хийж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,true,2026075065,06db07b03c6e52d07c6fa5566972756314852577e65f114bfb8bc33a593c6ee3,true
P15,4,HS05,Цадсан эсэхээ мэдэхэд эргэлзсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,06db07b03c6e52d07c6fa5566972756314852577e65f114bfb8bc33a593c6ee3,true
P15,5,BI03,Биеийн төрхөөсөө болж өмсөхийг хүссэн хувцсаа сонгоогүй.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,06db07b03c6e52d07c6fa5566972756314852577e65f114bfb8bc33a593c6ee3,true
P15,6,HS06,Биеийн дохио тодорхой байсан ч хэзээ эхлэх эсвэл зогсохоо шийдэхэд ашиглаж чадаагүй.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,06db07b03c6e52d07c6fa5566972756314852577e65f114bfb8bc33a593c6ee3,true
P15,7,IM06,Нэг өдөр хийж чадсан зүйлээ дараагийн өдрүүдэд давтахад хэцүү байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,06db07b03c6e52d07c6fa5566972756314852577e65f114bfb8bc33a593c6ee3,true
P15,8,EC05,Хоолны тухай бодол хийж байсан зүйлээс минь анхаарал сарниулсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,06db07b03c6e52d07c6fa5566972756314852577e65f114bfb8bc33a593c6ee3,true
P15,9,EE02,Сэтгэл гунигтай үед хоол идэх нь түр тайвшруулна гэж мэдэрсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,06db07b03c6e52d07c6fa5566972756314852577e65f114bfb8bc33a593c6ee3,true
P15,10,EC04,Хоолны апп эсвэл сурталчилгаа харсны дараа хоол бодогдсоор байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,06db07b03c6e52d07c6fa5566972756314852577e65f114bfb8bc33a593c6ee3,true
P15,11,RR03,Төлөвлөгөөгөө яг дагаагүй бол тэр өдрийг бүтэлгүй гэж үзсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,06db07b03c6e52d07c6fa5566972756314852577e65f114bfb8bc33a593c6ee3,true
P15,12,HA02,Нэг үйлдлийн дараа юм идэх нь автоматаар үргэлжилдэг дараалал болсон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,06db07b03c6e52d07c6fa5566972756314852577e65f114bfb8bc33a593c6ee3,true
P15,13,EE05,Уурлаж эсвэл бухимдсаны дараа хоол руу хандсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,06db07b03c6e52d07c6fa5566972756314852577e65f114bfb8bc33a593c6ee3,true
P15,14,UC06,Идэж байхдаа түр зогсоод үргэлжлүүлэх эсэхээ бодож чадсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,06db07b03c6e52d07c6fa5566972756314852577e65f114bfb8bc33a593c6ee3,true
P16,1,EE02,Сэтгэл гунигтай үед хоол идэх нь түр тайвшруулна гэж мэдэрсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,ccd27f1d477ac344f93a63d090bbf32aeb8f13d31d87346f1cd72a00e74bd549,true
P16,2,EC01,Өлсөөгүй байсан ч хоол хараад идэх хүсэл төрсөн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,ccd27f1d477ac344f93a63d090bbf32aeb8f13d31d87346f1cd72a00e74bd549,true
P16,3,HS02,Идэх хүсэл төрөхөд өлссөн эсэхээ ялгаж чадсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,ccd27f1d477ac344f93a63d090bbf32aeb8f13d31d87346f1cd72a00e74bd549,true
P16,4,RR01,Өөртөө тавьсан хоолны дүрмээс багахан зөрөхөд төлөвлөгөө нурсан мэт санагдсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,ccd27f1d477ac344f93a63d090bbf32aeb8f13d31d87346f1cd72a00e74bd549,true
P16,5,HA05,Зууш авахдаа үнэхээр хүсэж байгаа эсэхээ бодолгүй сонгосон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,ccd27f1d477ac344f93a63d090bbf32aeb8f13d31d87346f1cd72a00e74bd549,true
P16,6,HA03,Идэж эхэлснээ хэдийн эхэлсний дараа анзаарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,ccd27f1d477ac344f93a63d090bbf32aeb8f13d31d87346f1cd72a00e74bd549,true
P16,7,SE02,Зав багатай үед өөрт тохирох боломжит хоолны сонголт хийж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,false,2026075065,ccd27f1d477ac344f93a63d090bbf32aeb8f13d31d87346f1cd72a00e74bd549,true
P16,8,HS05,Цадсан эсэхээ мэдэхэд эргэлзсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,ccd27f1d477ac344f93a63d090bbf32aeb8f13d31d87346f1cd72a00e74bd549,true
P16,9,UC03,Цадсанаа анзаарсан ч үргэлжлүүлэн идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,ccd27f1d477ac344f93a63d090bbf32aeb8f13d31d87346f1cd72a00e74bd549,true
P16,10,UC01,Идэж эхэлсний дараа хүссэн үедээ зогсоох хэцүү байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,ccd27f1d477ac344f93a63d090bbf32aeb8f13d31d87346f1cd72a00e74bd549,true
P16,11,AC02,Сүүлийн 14 хоногт асуулт бүрт нэг ижил хариулт сонгох шаардлагатай мэт санагдсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,ccd27f1d477ac344f93a63d090bbf32aeb8f13d31d87346f1cd72a00e74bd549,true
P16,12,IM03,Завгүй өдөр хийх хамгийн жижиг хувилбар надад бэлэн байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,ccd27f1d477ac344f93a63d090bbf32aeb8f13d31d87346f1cd72a00e74bd549,true
P16,13,EE06,Таагүй мэдрэмжээ хоол идэлгүй өнгөрөөж чадсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,ccd27f1d477ac344f93a63d090bbf32aeb8f13d31d87346f1cd72a00e74bd549,true
P16,14,BI06,Биеийнхээ талаар тавгүй байсан ч хүссэн үйл ажиллагаандаа оролцсон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,ccd27f1d477ac344f93a63d090bbf32aeb8f13d31d87346f1cd72a00e74bd549,true
P17,1,RR02,Зарим хоолыг өөртөө бүрэн хориглох дүрэм тогтоосон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,ab02f84b85fce9bbbfc13a2035633a451ca491a9ba54b85615bb2a0d1a66711f,true
P17,2,IM04,Өдрийн хуваарь өөрчлөгдөхөд төлөвлөгөө тэр чигтээ тасарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,ab02f84b85fce9bbbfc13a2035633a451ca491a9ba54b85615bb2a0d1a66711f,true
P17,3,EC04,Хоолны апп эсвэл сурталчилгаа харсны дараа хоол бодогдсоор байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,ab02f84b85fce9bbbfc13a2035633a451ca491a9ba54b85615bb2a0d1a66711f,true
P17,4,EE05,Уурлаж эсвэл бухимдсаны дараа хоол руу хандсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,ab02f84b85fce9bbbfc13a2035633a451ca491a9ba54b85615bb2a0d1a66711f,true
P17,5,HS04,Тав тухтай цадсан мөчөө идэж байхдаа анзаарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,ab02f84b85fce9bbbfc13a2035633a451ca491a9ba54b85615bb2a0d1a66711f,true
P17,6,BI03,Биеийн төрхөөсөө болж өмсөхийг хүссэн хувцсаа сонгоогүй.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,ab02f84b85fce9bbbfc13a2035633a451ca491a9ba54b85615bb2a0d1a66711f,true
P17,7,SE01,Стресстэй өдөр өөрийн сонгосон уян хатан хоолны төлөвлөгөөг хэрэгжүүлж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,true,2026075065,ab02f84b85fce9bbbfc13a2035633a451ca491a9ba54b85615bb2a0d1a66711f,true
P17,8,IM05,Нэг удаа алгассан ч дараагийн боломж дээрээ эргэн үргэлжлүүлсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,ab02f84b85fce9bbbfc13a2035633a451ca491a9ba54b85615bb2a0d1a66711f,true
P17,9,BI02,Биеэ харах эвгүй санагдсанаас толиноос зайлсхийсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,ab02f84b85fce9bbbfc13a2035633a451ca491a9ba54b85615bb2a0d1a66711f,true
P17,10,UC04,Идэж байхдаа үйлдлээ өөрөө удирдаж чадахгүй мэт санагдсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,ab02f84b85fce9bbbfc13a2035633a451ca491a9ba54b85615bb2a0d1a66711f,true
P17,11,UC05,Багахан иднэ гэж эхэлсэн ч үргэлжлүүлээд идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,ab02f84b85fce9bbbfc13a2035633a451ca491a9ba54b85615bb2a0d1a66711f,true
P17,12,HA01,Тодорхой цаг эсвэл газар болоход бодолгүйгээр идэх зүйл рүү гараа сунгасан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,ab02f84b85fce9bbbfc13a2035633a451ca491a9ba54b85615bb2a0d1a66711f,true
P17,13,EC05,Хоолны тухай бодол хийж байсан зүйлээс минь анхаарал сарниулсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,ab02f84b85fce9bbbfc13a2035633a451ca491a9ba54b85615bb2a0d1a66711f,true
P17,14,EE04,Ганцаардсан мэдрэмж төрөхөд идэх хүсэл нэмэгдсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,ab02f84b85fce9bbbfc13a2035633a451ca491a9ba54b85615bb2a0d1a66711f,true
P18,1,HS05,Цадсан эсэхээ мэдэхэд эргэлзсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,ac33a70369b8628bb60d3e6601809a522e4116ef76cb8ba2fd1374553995928f,true
P18,2,AC01,Энэ мөрөнд хариултын чанарыг шалгахын тулд «Заримдаа»-г сонгоно уу.,Одоогийн асуулт,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,ac33a70369b8628bb60d3e6601809a522e4116ef76cb8ba2fd1374553995928f,true
P18,3,RR06,Төлөвлөснөөс өөр идсэн ч дараагийн хоолноос хэвийн хэмнэлдээ орсон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,ac33a70369b8628bb60d3e6601809a522e4116ef76cb8ba2fd1374553995928f,true
P18,4,EE04,Ганцаардсан мэдрэмж төрөхөд идэх хүсэл нэмэгдсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,ac33a70369b8628bb60d3e6601809a522e4116ef76cb8ba2fd1374553995928f,true
P18,5,UC06,Идэж байхдаа түр зогсоод үргэлжлүүлэх эсэхээ бодож чадсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,ac33a70369b8628bb60d3e6601809a522e4116ef76cb8ba2fd1374553995928f,true
P18,6,EC02,Хоолны үнэр анхаарлыг минь татаж идэхээр шийдэхэд нөлөөлсөн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,ac33a70369b8628bb60d3e6601809a522e4116ef76cb8ba2fd1374553995928f,true
P18,7,RR01,Өөртөө тавьсан хоолны дүрмээс багахан зөрөхөд төлөвлөгөө нурсан мэт санагдсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,ac33a70369b8628bb60d3e6601809a522e4116ef76cb8ba2fd1374553995928f,true
P18,8,EE01,Сүүлийн 14 хоногт стресстсэн үедээ өлсөөгүй байсан ч юм идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,ac33a70369b8628bb60d3e6601809a522e4116ef76cb8ba2fd1374553995928f,true
