persona_run_id,persona_code,block_order,blinded_item_id,paraphrase_mn,example_situation_mn,recall_period_usable,selected_response,response_options_fit,ambiguous_word_or_phrase,asks_more_than_one_thing,judgmental_or_shaming,socially_desirable_answer_obvious,missing_not_applicable_option,response_confidence_1_5,observable_decision_summary,synthetic_review_only,status_label
SPR-SP01,SP01,1,B013,Идэж байгаагаа хэсэг хугацааны дараа л мэдсэн.,Хичээлийн завсарлагаар утсаа үзэж байхдаа зууш идэж эхэлснээ дараа нь анзаарна.,true,Бага зэрэг тохирно,true,хэсэг хугацааны дараа,false,false,false,false,4,Утсаа үзэх үед анзааралгүй идэж эхлэх нь хааяа тохиолдож болох тул бага зэрэг тохирно гэж сонгов.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP08,SP08,9,B030,Төлөвлөгөөгөө нэг удаа алгассан ч дараагийн боломж дээр буцаад үргэлжлүүлсэн.,Нэг оройн хоол төлөвлөгөөнөөс гарсан ч маргааш өглөө сонгосон хооллолтоо дахин эхэлсэн.,true,Заримдаа,true,дараагийн удаа,false,false,true,false,5,“Дараагийн удаа” гэдгийг дараагийн хооллох боломж гэж ойлгон “Заримдаа” гэж сонгов.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP08,SP08,10,B009,Энэ асуулгыг бөглөхдөө өмнөхтэйгээ ижил хариулт сонгох хэрэгтэй юм шиг надад санагдсан.,Ойролцоо утгатай хоёр асуултыг дараалан хараад өмнөх сонголтоо давтах ёстой эсэхэд эргэлзсэн.,true,Бага зэрэг санал нийлнэ,true,адил сонголт,false,false,true,false,5,"Одоогийн асуулгын үеийн мэдрэмжийг шууд үнэлж, “Бага зэрэг санал нийлнэ” гэж сонгов.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP08,SP08,11,B027,"Хоолны үнэр нөлөөлж, би идэхээр шийдсэн.",Кафены хажуугаар өнгөрөхдөө шинэхэн боовны үнэр үнэртээд нэгийг авч идсэн.,true,Олон удаа,true,идэхээр шийдсэн,false,false,true,false,5,"Үнэрийн дараа идэх сонголт хийсэн тохиолдлыг тоолж, “Олон удаа” гэж сонгов.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP09,SP09,1,B025,Зууш сонгохдоо үнэхээр өлсөж эсвэл идэх хүсэлтэй байгаа эсэхээ шалгалгүй сонгосон.,Ажлын завсарлагаар лангуун дээрх зуушнаас шууд авсан.,true,Ихэнхдээ тохирно,true,false,false,false,false,false,4,Завсарлага богино бөгөөд бэлэн зууш ойрхон байх үед шууд сонгох нь энэ хүний хэвшилтэй нийцнэ.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP09,SP09,2,B027,Хоолны үнэр үнэртэхээр идэхээр шийдсэн.,Ажлаасаа харих замд шинэхэн боовны үнэр үнэртээд авч идсэн.,true,Олон удаа,true,false,false,false,false,false,4,Өдөр тутмын явж өнгөрдөг газар хоолны үнэр таарах үед идэх шийдвэр олонтаа гарч болно.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP09,SP09,3,B029,Биеийн төрхдөө санаа зовсноос болж бусадтай хамт хийх үйл ажиллагаанд оролцоогүй.,Найзуудын хамтын дасгал эсвэл арга хэмжээнд очихоос татгалзсан.,true,Заримдаа,true,false,false,false,false,false,3,Хүмүүсийн дунд байх зарим үйл ажиллагаанаас зайлсхийх тохиолдол гарч болох ч бүх нөхцөлд биш.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP09,SP09,4,B033,Тодорхой газарт очихоороо бодолгүйгээр идэх зүйл авсан.,Ажлын ойролцоох дэлгүүрт ороод кассын дэргэдэх амттанаас авсан.,true,Ихэнхдээ тохирно,true,Тодорхой газар,false,false,false,false,3,Ажил болон зорчих замын тогтмол газруудад идэх зүйл рүү шууд гараа сунгах нь тохирно; аль газар гэдэг нь тодорхойгүй байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP09,SP09,5,B002,Гунигтай үед хоол идэхэд түр тайвширсан мэт санагдсан.,Орой хүүхдээ унтуулсны дараа гунигтай санагдахад амттан идсэн.,true,Олон удаа,true,false,false,false,false,false,4,Таагүй сэтгэл хөдлөл болон ачаалалтай өдрийн дараа хоол идэх нь түр тайвшрахтай олонтаа холбоотой байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP09,SP09,6,B007,Таагүй мэдрэмж төрөхөд хоол идэхийн оронд өөр аргаар өөрийгөө тайвшруулсан.,Стресстэй үед богино алхах эсвэл хүнтэй ярилцахаар оролдсон.,true,Ховор,true,false,false,false,true,false,3,Өөр аргаар тайвшрах боломж заримдаа гардаг боловч цагийн дарамттай үед тэр бүр хийхэд хүндрэлтэй.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP09,SP09,7,B039,Идэх зүйл ойрхон байхад идэх эсэхээ өөрөө сонгож чадна гэдэгтээ хэр итгэлтэй вэ?,Ажлын ширээн дээр амттан байхад идэхгүй байхаар шийдэх.,true,Бага зэрэг итгэлтэй,true,false,false,false,true,false,4,Идэх зүйл ойрхон байх нь шийдвэрт нөлөөлдөг тул ийм үед өөрийгөө удирдах итгэл бага зэрэг байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP09,SP09,8,B037,Төлөвлөснөөс өөр идсэний дараа дараагийн хоолондоо төлөвлөгөөндөө буцаж орж чадна гэдэгтээ хэр итгэлтэй вэ?,Төлөвлөөгүй амттан идсэний дараа оройн хоолоо төлөвлөснөөрөө идэх.,true,Дунд зэрэг итгэлтэй,true,false,false,false,true,false,4,Нэг удаагийн өөрчлөлтийн дараа дараагийн хоолондоо буцах боломж бий гэж дунд зэрэг итгэнэ.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP09,SP09,9,B016,Цадсанаа мэдсэн ч идэхээ зогсоох эсэхээ шийдэхэд хэцүү байсан.,Оройн хоолны дараа цадсан ч үлдсэн хоолоо үргэлжлүүлэн идсэн.,true,Олон удаа,true,false,false,false,false,false,4,Цадах дохиог анзаарсан ч идэхээ зогсоох шийдвэр хэцүү болох нь энэ хүний хариулттай нийцнэ.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP09,SP09,10,B024,Төлөвлөснөөс өөр идсэний дараа дараагийн хоолондоо төлөвлөгөөгөө үргэлжлүүлээгүй.,Өдрийн завсарлагаар төлөвлөөгүй хоол идсэний дараа оройн хоолны төлөвлөгөөгөө орхисон.,true,Заримдаа,true,false,false,false,false,false,4,Төлөвлөөгүй идсэний дараа дараагийн хоолны төлөвлөгөө алдагдах нь заримдаа тохиолдоно.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP09,SP09,11,B004,Идэж байхдаа үргэлжлүүлэх эсэхээ бодохын тулд түр зогсож чадсан.,Хоол идэж байхдаа цадсан эсэхээ шалгахаар хэсэг завсарласан.,true,Ховор,true,false,false,false,true,false,3,Идэхээ үргэлжлүүлэхээсээ өмнө түр зогсож бодох нь хааяа боломжтой боловч ихэнхдээ биш.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP10,SP10,1,B028,"Хооллож байхдаа хэзээ болихоо шийдэж, тэр шийдвэрээ дагахад надад хэцүү байсан.",Оройн хоолны үеэр цадсанаа анзаарсан ч үргэлжлүүлэн идэх эсэхээ шийдэхэд төвөгтэй байх.,true,Огт байгаагүй,true,"""удирдахад"" гэдэг нь шийдвэр гаргах уу, үйлдлээ зогсоох уу гэдгийг ялгахгүй байна",false,false,true,false,4,"“Огт байгаагүй” сонголтыг тэмдэглэв; 14 хоногийн хугацаа тодорхой, харин хүсэмжит хариултын чиглэл шууд харагдана.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP10,SP10,2,B008,Төлөвлөөгүй зүйл идсэн ч дараагийн хоолноосоо ердийн төлөвлөгөөндөө буцсан.,Өдрийн цайгаар төлөвлөөгүй амттан идээд оройн хоолоо урьдын төлөвлөгөөний дагуу идэх.,true,Олон удаа,true,"""хэвийн хооллолт"" нь яг ямар хооллолтыг хэлж байгааг тодорхойлоогүй",false,false,true,false,4,“Олон удаа” сонголтыг тэмдэглэв; үйл явдал ба дараагийн хоолны дараалал ойлгомжтой ч “хэвийн” гэсэн үг тодорхой бус.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP10,SP10,3,B031,Маш их өлсөхөөсөө өмнө өлсөж эхэлснээ мэдэрсэн.,Үдийн хоолноос өмнө ходоод хонхолзож эхлэхийг анзаараад өлсгөлөн хүчтэй болохоос өмнө хооллох.,true,Олон удаа,true,"""хэт хүчтэй"" өлсөлтийн босго хүн бүрт өөр байж болно",false,false,true,false,4,"“Олон удаа” сонголтыг тэмдэглэв; хугацаа болон давтамжийн сонголтууд хэрэглэж болохоор, эерэг чиглэл нь ил байна.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP10,SP10,4,B037,Төлөвлөгөөнөөсөө өөр зүйл идсэн бол дараагийн хоолноосоо буцаад хэвийн горимдоо орж чадна гэдэгтээ хэр итгэлтэй байна вэ?,Зочны дайллагад төлөвлөөгүй хоол идсэний дараа дараагийн хоолоо төлөвлөсөн байдлаар иднэ гэж төсөөлөх.,true,Их итгэлтэй,false,"""эргэн орж"" гэдэг нь ямар тодорхой төлөвлөгөө, үйлдэлд буцахыг заагаагүй",false,false,true,false,4,“Их итгэлтэй” сонголтыг тэмдэглэв; төсөөлөх заавар ойлгомжтой боловч “тохиолдоогүй” сонголт нь төсөөлөн хариулах заавартай нийцэхгүй.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP10,SP10,5,B019,"Ажил ихтэй үед дагахад амархан, хялбаршуулсан хоолны төлөвлөгөөгөө урьдчилан бэлдсэн.",Хурал олонтой өдрийн өмнө авч явах энгийн өдрийн хоол бэлдэх.,true,Заримдаа,true,"""энгийн хувилбар"" гэж яг юуг өөрчлөхийг тодорхойлоогүй",false,false,true,false,4,“Заримдаа” сонголтыг тэмдэглэв; 14 хоногийн хугацаа хэрэглэхэд хялбар ч бэлтгэсэн хувилбарын утга өргөн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP10,SP10,6,B021,Дарамт ихтэй өдөр ч хоолны төлөвлөгөөгөө мөрдөж чадна гэдэгтээ хэр итгэлтэй байна вэ?,Ажил дээр яаралтай асуудал гарсан өдөр төлөвлөсөн хоолоо идэж чадна гэж төсөөлөх.,true,Дунд зэрэг итгэлтэй,false,"""стресстэй өдөр"" болон дагах ""хоолны төлөвлөгөө""-ний хүрээ тодорхойгүй",false,false,true,false,4,“Дунд зэрэг итгэлтэй” сонголтыг тэмдэглэв; төсөөлөх нөхцөл хэрэглэж болохоор боловч “тохиолдоогүй” сонголт заавартай нийцэхгүй.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP10,SP10,7,B033,Нэг танил газарт очихоороо сайн бодолгүйгээр идэх зүйл шууд авдаг.,Телевизийн өрөөнд орох бүрдээ ширээн дээрх зуушнаас өөрийн эрхгүй авах.,true,Бага зэрэг тохирно,true,"""тодорхой газар"" болон ""бодолгүйгээр"" гэдэг нь олон янзаар ойлгогдоно",false,false,true,false,4,“Бага зэрэг тохирно” сонголтыг тэмдэглэв; ерөнхий давтагддаг байдлыг үнэлэх сонголтууд тохирч байгаа ч хүсэмжит чиглэл ил.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP10,SP10,8,B005,"Хоол нүдэнд өртөхөд анхаарлаа түүнээс салгаж, хийж байсан зүйлдээ төвлөрч чадсан.",Ажлын ширээн дээр амттан харагдсан ч дэлгэц дээрх ажилдаа дахин анхаарах.,true,Олон удаа,true,"""буцааж"" гэдэг нь анхаарал өмнө нь юунд байсан тухай далд нөхцөл шаардана",false,false,true,false,4,"“Олон удаа” сонголтыг тэмдэглэв; 14 хоногийн хүрээ ойлгомжтой, хүсэмжит хариултын чиглэл шууд харагдана.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP10,SP10,9,B034,Байнга хийдэг нэг үйлдэл дуусахад араас нь юм идэх дадал автоматаар эхэлдэг.,Орой мэдээ үзэж дуусмагц өлссөн эсэхээ бодолгүй зууш авах.,true,Бага зэрэг тохирно,true,"""тогтмол хийдэг нэг зүйл"" болон үйлдэл ""өөрөө эхэлдэг"" гэсэн хэллэг тодорхой бус",false,false,true,false,4,“Бага зэрэг тохирно” сонголтыг тэмдэглэв; давтагддаг нөхцөлд зориулсан хариултууд тохирч байгаа ч хүсэмжит чиглэл ил.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP10,SP10,10,B007,Таагүй санагдсан үедээ хоол идэлгүй өөр аргаар тайвширсан.,Ажлын маргааны дараа зууш идэхийн оронд алхах эсвэл ойрын хүнтэйгээ ярилцах.,true,Олон удаа,true,"""таагүй мэдрэмж"" болон ""өөр аргаар"" гэдэг нь маш өргөн хүрээтэй",false,false,true,false,4,“Олон удаа” сонголтыг тэмдэглэв; 14 хоногийн хүрээ хэрэглэж болохоор ч хүсэмжит хариултын чиглэл ил байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP11,SP11,1,B025,Зууш сонгохдоо үнэхээр өлсөж эсвэл идмээр байгаа эсэхээ бодолгүй сонгосон.,Гэрийн ажил дундуур цайны юм авахдаа өлсөөгүй ч шууд боорцог авсан.,true,Дунд зэрэг тохирно,true,идэх хүсэл,false,false,false,false,3,Зууш ойр байх үе байдаг ч өдөр тутмын сонголт нь боломж болон айлд бэлэн байгаа хоолноос шалтгаална.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP11,SP11,2,B007,Таагүй санагдсан үед хоол идэхийн оронд өөр зүйл хийж өөрийгөө тайвшруулсан.,Хүүхэд өвдөөд санаа зовсон үед хоол идэхийн оронд ус зөөж эсвэл хамаатантайгаа ярьсан.,true,Заримдаа,true,таагүй мэдрэмж,false,false,false,false,3,Таагүй үе гардаг боловч тайвшруулах арга нь тухайн үед хийх ажил болон хүнтэй ярилцах боломжтой эсэхээс хамаарна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP11,SP11,3,B016,Цадсанаа мэдсэн ч хоолоо зогсоох уу гэдгээ шийдэхэд хэцүү байсан.,Оройн хоолонд цадсан ч хоол үлдээх үү эсвэл дуусгах уу гэж эргэлзсэн.,true,Ховор,true,цадсанаа анзаарсан,false,false,false,false,4,Хоол ховордож болох үед үлдээхээс зайлсхийх бодол төрж болох ч ийм шийдвэр байнга гарахгүй.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP11,SP11,4,B020,Бэлтгэх юм их санагдсан учраас хийхээр төлөвлөснөө хойшлуулсан.,"Хоол бэлтгэхийн өмнө ус авчрах, гал түлэх хэрэгтэй болоод өөрийн хийхээр бодсон ажлыг хойшлуулсан.",true,Олон удаа,true,олон бэлтгэл,false,false,false,false,4,Өндөр асаргааны ачаалал болон гэрийн ажлууд давхцахад бэлтгэл ихтэй зүйлс хойшлогдож болно.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP11,SP11,5,B028,Идэж байхдаа зогсох уу үргэлжлүүлэх үү гэдгээ барихад хэцүү байсан.,Ядарсан орой хооллосныхоо дараа дахин идэх үү гэж шийдэж чадаагүй.,true,Ховор,true,удирдахад,false,false,false,false,3,"Идэх хэмжээ нь бэлэн хоол, өлсгөлөн, хамт хооллож буй хүмүүсээс шалтгаалж болох тул асуултын үг нь ерөнхий санагдана.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP11,SP11,6,B038,Идэж байхдаа таатай сайхан цадсанаа мэдэрсэн.,Өдрийн ажил хийсний дараа хооллоод хангалттай боллоо гэж мэдэрсэн.,true,Заримдаа,true,таатайгаар цадсан,false,false,false,false,3,"Цадсан мэдрэмжийг анзаарах боломжтой ч ""таатайгаар"" гэдэг нь хүн бүрт өөрөөр ойлгогдож болно.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP11,SP11,7,B036,Хоолны сурталчилгаа үзсэний дараа хоолны тухай бодол удаан үргэлжилсэн.,Утсаар богино бичлэг үзэхэд хоолны зар гараад дараа нь идэх юм бодогдсон.,true,Ийм нөхцөл тохиолдоогүй,true,сурталчилгаа,false,false,false,false,5,"Интернет, телевизийн хэрэглээ бага тул сүүлийн 14 хоногт хоолны сурталчилгаа үзэх нөхцөл гараагүй гэж сонгосон.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP11,SP11,8,B002,Гунигтай үед хоол идэхэд түр зуур арай тайвширсан мэт санагдсан.,Санаа зовсон өдөр цайтай хоол идсэний дараа түр арай дээрдсэн мэт санагдсан.,true,Ховор,true,гунигтай,false,false,false,false,4,Хоолыг таагүй мэдрэмжээ намжаахын тулд сонгох нь энэ дүрд ховор тохиолдол гэж сонгосон.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP11,SP11,9,B006,Ядарсан үедээ хооллолттой холбоотой нэг амархан хийх зүйлээ хийж чадна гэдэгтээ хэр итгэлтэй вэ?,Ядарсан орой ус уух эсвэл хоолны хэмжээгээ багасгах зэрэг нэг энгийн зүйлийг хийхээр бодсон.,true,Дунд зэрэг итгэлтэй,true,хооллолтын нэг энгийн алхам,false,false,true,false,3,Ядарсан үед өөрийн сонгосон энгийн алхам юу болох нь тодорхойгүй тул итгэлээ дунд зэрэг гэж сонгосон.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP11,SP11,10,B023,Танил газар байхдаа бодолгүйгээр идэж эхэлсэн.,Гэртээ цай бэлдэж байхдаа өлсөөгүй ч ширээн дээрх идээнээс авч идэж эхэлсэн.,true,Бага зэрэг тохирно,true,танил орчин,false,false,false,false,3,Гэрийн танил орчинд идэх зүйл бэлэн байвал шууд амсах үе байж болох ч тогтмол биш.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP11,SP11,11,B012,Төлөвлөснөөсөө өөр хоол идсэний дараа тухайн өдрийн хоолны төлөвлөгөөгөө болисон.,Зочин ирээд төлөвлөөгүй хоол идсэний дараа тэр өдрийн хоолны бодсоноо дагахгүй болсон.,true,Ховор,true,хоолны төлөвлөгөө,false,false,false,false,3,Өдөр тутам нарийн хоолны төлөвлөгөө гаргадаг эсэх нь тодорхой биш ч төлөвлөгөө байсан тохиолдлыг бодож хариулж болно.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP12,SP12,1,B022,Бусадтай хооллохдоо юу идэхээ өөрөө сонгож чадна гэдэгтээ хэр итгэлтэй вэ?,Ажлын хүмүүс нэг газар хооллоход бусдын захиалгыг дагалгүй өөрт тохирох хоол сонгох.,true,Дунд зэрэг итгэлтэй,true,,false,false,true,false,4,Хамт хооллох нөхцөл ойлгомжтой бөгөөд дунд түвшний итгэлийг сонгов.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP12,SP12,2,B041,Өлсөж байгаагаа мэдсэн ч идэх үү үгүй юу гэдгээ шийдэхэд хэцүү байсан.,Жолоо барьж явахдаа өлссөнөө мэдсэн ч зогсож хооллох эсэхээ удаан шийдэх.,true,Заримдаа,true,,false,false,false,false,4,14 хоногийн хугацаа тодорхой бөгөөд ийм шийдвэр заримдаа хэцүү байсан гэж сонгов.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
