persona_code,block_order,blinded_item_id,revised_item_key,source_item_key,assignment_hash,synthetic_review_only,status_label
SP01,1,B013,HA03-V21,HA03,525c3d66ce7bb5f5dfd6c3cbbfce947a810cdff94b36d0d85734d1bc60eef722,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP14,2,B020,IM02-V21,IM02,65ea4896ee2849c153f10bed752cc84ab1a8bcc0ae43bfc3fe31bcd42b689f64,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP14,3,B030,IM05-V21,IM05,65ea4896ee2849c153f10bed752cc84ab1a8bcc0ae43bfc3fe31bcd42b689f64,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP14,4,B017,RR03-V21,RR03,65ea4896ee2849c153f10bed752cc84ab1a8bcc0ae43bfc3fe31bcd42b689f64,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP14,5,B010,BI06-V21,BI06,65ea4896ee2849c153f10bed752cc84ab1a8bcc0ae43bfc3fe31bcd42b689f64,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP14,6,B029,BI04-V21,BI04,65ea4896ee2849c153f10bed752cc84ab1a8bcc0ae43bfc3fe31bcd42b689f64,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP14,7,B022,SE03-V21,SE03,65ea4896ee2849c153f10bed752cc84ab1a8bcc0ae43bfc3fe31bcd42b689f64,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP14,8,B042,HA02-V21-A,HA02,65ea4896ee2849c153f10bed752cc84ab1a8bcc0ae43bfc3fe31bcd42b689f64,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP14,9,B015,AC02-V21-B,AC02,65ea4896ee2849c153f10bed752cc84ab1a8bcc0ae43bfc3fe31bcd42b689f64,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP14,10,B031,HS01-V21,HS01,65ea4896ee2849c153f10bed752cc84ab1a8bcc0ae43bfc3fe31bcd42b689f64,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP14,11,B040,HA06-V21,HA06,65ea4896ee2849c153f10bed752cc84ab1a8bcc0ae43bfc3fe31bcd42b689f64,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP15,1,B019,IM03-V21-A,IM03,842319b9188901fd52f01d228fd93a8cf24709ef8d3fda0873348a62c6a68e34,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP15,2,B005,EC06-V21,EC06,842319b9188901fd52f01d228fd93a8cf24709ef8d3fda0873348a62c6a68e34,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP15,3,B001,HS03-V21,HS03,842319b9188901fd52f01d228fd93a8cf24709ef8d3fda0873348a62c6a68e34,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP15,4,B010,BI06-V21,BI06,842319b9188901fd52f01d228fd93a8cf24709ef8d3fda0873348a62c6a68e34,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP15,5,B022,SE03-V21,SE03,842319b9188901fd52f01d228fd93a8cf24709ef8d3fda0873348a62c6a68e34,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP15,6,B003,EE06-V21-B,EE06,842319b9188901fd52f01d228fd93a8cf24709ef8d3fda0873348a62c6a68e34,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP15,7,B034,HA02-V21-B,HA02,842319b9188901fd52f01d228fd93a8cf24709ef8d3fda0873348a62c6a68e34,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP15,8,B011,RR01-V21,RR01,842319b9188901fd52f01d228fd93a8cf24709ef8d3fda0873348a62c6a68e34,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP15,9,B026,SE02-V21,SE02,842319b9188901fd52f01d228fd93a8cf24709ef8d3fda0873348a62c6a68e34,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP15,10,B004,UC06-V21,UC06,842319b9188901fd52f01d228fd93a8cf24709ef8d3fda0873348a62c6a68e34,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP16,1,B035,IM03-V21-B,IM03,72a31f17c8c42770bcffb30ed912e9b5146c5702b44064f04b0ad63cc533b2c6,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP16,2,B002,EE02-V21,EE02,72a31f17c8c42770bcffb30ed912e9b5146c5702b44064f04b0ad63cc533b2c6,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP16,3,B028,UC04-V21,UC04,72a31f17c8c42770bcffb30ed912e9b5146c5702b44064f04b0ad63cc533b2c6,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP16,4,B037,SE05-V21,SE05,72a31f17c8c42770bcffb30ed912e9b5146c5702b44064f04b0ad63cc533b2c6,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP16,5,B003,EE06-V21-B,EE06,72a31f17c8c42770bcffb30ed912e9b5146c5702b44064f04b0ad63cc533b2c6,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP16,6,B042,HA02-V21-A,HA02,72a31f17c8c42770bcffb30ed912e9b5146c5702b44064f04b0ad63cc533b2c6,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP16,7,B029,BI04-V21,BI04,72a31f17c8c42770bcffb30ed912e9b5146c5702b44064f04b0ad63cc533b2c6,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP16,8,B038,HS04-V21,HS04,72a31f17c8c42770bcffb30ed912e9b5146c5702b44064f04b0ad63cc533b2c6,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP16,9,B008,RR06-V21,RR06,72a31f17c8c42770bcffb30ed912e9b5146c5702b44064f04b0ad63cc533b2c6,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP16,10,B039,SE04-V21,SE04,72a31f17c8c42770bcffb30ed912e9b5146c5702b44064f04b0ad63cc533b2c6,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
